pH,Temperature,D.O. (mg/L),Turbidity (NTU),TSS (g/L),NO3-N (mg/L),NH4-N (mg/L),ORP (MV),Conductivity (mS/cm)
6.12,18.96,6.04,39.93,0.17,29.59,2.95,261.47,0.62
6.11,18.93,6.06,39.71,0.18,29.94,2.92,262.17,0.62
6.1,18.9,6.09,39.93,0.17,29.66,2.93,262.94,0.62
6.08,18.88,6.12,39.97,0.17,29.62,2.93,263.65,0.62
6.07,18.85,6.14,40.04,0.17,29.59,2.93,264.42,0.62
6.06,18.83,6.18,40.13,0.17,29.33,2.94,265.06,0.62
6.05,18.81,6.22,39.71,0.17,29.77,2.91,265.76,0.62
6.04,18.79,6.34,39.13,0.17,30.14,2.85,266.28,0.62
6.04,18.77,6.56,39.17,0.17,29.79,2.87,266.02,0.62
6.04,18.75,6.84,38.85,0.17,29.83,2.86,265.51,0.62
6.07,18.74,7.23,38.86,0.17,29.6,2.88,264.74,0.62
6.12,18.78,7.73,38.92,0.17,29.64,2.88,263.07,0.62
6.2,18.85,8.36,39.1,0.17,29.74,2.89,259.42,0.62
6.34,18.91,8.82,39.37,0.17,29.59,2.93,247.11,0.62
6.53,19.04,9.19,39.06,0.16,29.37,3.02,229.68,0.62
6.64,19.2,9.38,38.91,0.16,29.6,3.04,218.21,0.62
6.75,19.43,9.54,38.84,0.16,29.45,3.13,210.14,0.62
6.85,19.72,9.69,38.65,0.16,29.99,3.12,203.47,0.62
6.93,19.97,9.81,39.04,0.16,29.48,3.23,198.99,0.62
7,20.3,9.87,39.17,0.16,29.23,3.35,195.2,0.62
7.07,20.66,9.94,39.39,0.16,29.03,3.44,192.39,0.62
7.13,21.05,9.98,39.27,0.16,29.03,3.51,190.08,0.62
7.19,21.46,10,39.77,0.16,28.82,3.58,187.32,0.62
7.25,21.79,10.02,39.75,0.16,28.37,3.71,184.95,0.62
7.3,22.1,10.02,39.8,0.16,28.34,3.8,182.52,0.62
7.35,22.33,10.01,40.08,0.16,28.64,3.8,181.17,0.62
7.42,22.69,10,40.15,0.16,28.22,3.94,176.62,0.62
7.46,23.15,10.01,40.06,0.15,28.75,3.92,176.62,0.62
7.51,23.74,10,40.07,0.15,28.56,4.03,176.04,0.62
7.56,24.28,9.94,40.12,0.16,28.23,4.17,176.56,0.62
7.6,24.91,9.91,40.06,0.15,28.75,4.13,176.94,0.62
7.64,25.46,9.85,39.99,0.15,28.73,4.21,176.04,0.62
7.68,26.02,9.81,39.93,0.15,28.95,4.21,174.7,0.62
7.71,26.55,9.74,39.91,0.15,28.91,4.32,175.59,0.62
7.74,26.77,9.62,40.33,0.15,28.62,4.39,174.89,0.62
7.79,27.25,9.59,40.46,0.16,29,4.37,173.03,0.62
7.82,27.72,9.51,40.87,0.16,29.17,4.41,173.29,0.62
7.85,28.13,9.4,40.85,0.16,29.34,4.4,172.97,0.62
7.88,28.52,9.33,40.82,0.16,29.04,4.49,171.81,0.62
7.9,28.86,9.24,41.67,0.16,29.49,4.46,170.15,0.62
7.93,29.15,9.13,41.87,0.16,29.42,4.54,169.06,0.62
7.96,29.27,9,41.84,0.16,29.59,4.52,167.14,0.62
7.92,29.11,8.73,42.05,0.16,29.68,4.46,171.81,0.62
7.82,28.91,8.35,42.55,0.16,29.78,4.4,176.49,0.62
7.67,28.66,7.87,43.19,0.16,30.44,4.26,183.86,0.62
7.54,28.41,7.42,43.31,0.16,30.64,4.18,190.72,0.62
7.06,28.14,6.44,34.16,0.16,35.89,3.16,221.99,0.62
7.11,27.71,6.19,33.12,0.16,35.51,3.18,222.51,0.62
7.08,27.07,5.88,31.85,0.15,37.73,3,225.58,0.62
7.4,26.74,7.26,32.26,0.16,30.09,4.02,199.11,0.62
7.6,26.49,7.82,41.3,0.16,31.36,3.97,173.16,0.62
7.64,26.16,7.91,41.78,0.16,31.94,3.92,166.3,0.62
7.65,25.87,7.93,41.96,0.16,32.09,3.92,162.14,0.62
7.61,25.62,7.81,42.22,0.16,31.82,3.97,160.6,0.62
7.56,25.41,7.68,42.46,0.16,32.17,3.93,159.89,0.62
7.48,25.22,7.41,42.57,0.16,31.89,3.96,160.66,0.62
7.37,25,7.07,42.81,0.16,32.16,3.91,161.62,0.62
7.29,24.8,6.74,43.03,0.16,32.61,3.87,160.92,0.62
7.21,24.65,6.44,42.92,0.16,32.46,3.94,161.3,0.62
7.15,24.5,6.19,42.92,0.16,32.49,3.93,161.11,0.63
7.1,24.34,5.96,42.85,0.16,32.1,4.02,161.05,0.63
7.05,24.17,5.77,43.03,0.16,32.53,3.98,161.75,0.62
7.01,24,5.63,42.71,0.16,32.35,4,161.69,0.62
6.98,23.84,5.48,42.86,0.16,32.12,4.04,160.28,0.62
6.95,23.71,5.33,42.88,0.16,32.51,4.03,159.57,0.62
6.92,23.54,5.23,42.9,0.16,32.27,4.07,159.32,0.62
6.74,23.36,4.45,33.79,0.15,36.66,3.63,187.9,0.62
6.69,23.21,4.05,32.52,0.15,35.57,3.49,192.9,0.61
6.68,23.05,4.28,32.05,0.15,35.07,3.54,194.05,0.6
6.7,22.72,4.66,30.5,0.16,33.44,3.27,195.59,0.57
6.71,22.44,4.85,29.6,0.16,31.22,3.17,195.78,0.56
6.65,22.24,4.78,28.34,0.16,31.96,3.13,203.54,0.55
6.62,22.09,4.94,27.23,0.16,31.25,3.45,206.93,0.55
6.58,21.95,4.85,27.48,0.16,30.25,3.33,207.12,0.55
6.58,21.83,4.65,28.1,0.16,30.48,3.26,206.93,0.54
6.57,21.71,4.56,27.95,0.17,29.83,3.3,209.24,0.55
6.61,21.56,4.36,27.8,0.16,29.95,3.33,203.15,0.54
6.59,21.42,4.4,27.93,0.17,29.84,3.33,208.34,0.54
6.54,21.3,4.24,28.59,0.17,29.36,3.54,210.14,0.54
6.53,21.19,4.2,28.57,0.17,29.53,3.29,211.87,0.54
6.51,21.1,4.09,29.05,0.17,28.94,3.37,211.55,0.54
6.47,21.02,4.01,26.63,0.17,29.16,3.43,213.28,0.54
6.48,20.94,3.84,29.06,0.17,28.6,3.45,214.56,0.54
6.47,20.87,3.51,30.32,0.17,28.28,3.46,213.28,0.54
6.48,20.8,3.39,28.75,0.17,29.07,3.37,212.57,0.54
6.45,20.71,3.29,26.77,0.17,29.41,3.29,214.05,0.54
6.45,20.62,3.4,26.83,0.17,28.24,3.44,213.66,0.54
6.45,20.55,3.32,28.42,0.17,28.37,3.4,212.32,0.54
6.43,20.46,3.21,27.2,0.17,29.01,3.37,213.15,0.54
6.41,20.41,3.13,34.5,0.17,28.55,3.5,212.38,0.54
6.4,20.35,3.07,32.74,0.17,28.26,3.67,210.46,0.54
6.38,20.29,3.24,32.85,0.17,28.9,3.44,210.52,0.54
6.39,20.21,2.92,27.57,0.17,28.14,3.49,210.26,0.54
6.37,20.16,2.75,26.13,0.17,27.87,3.74,210.91,0.54
6.37,20.1,2.69,34.48,0.17,28.3,3.62,212.32,0.54
6.36,20.04,2.71,27.41,0.17,28.64,3.51,212.44,0.54
6.37,19.96,2.49,31.5,0.17,28.34,3.59,212.12,0.54
6.35,19.89,2.54,29.12,0.17,27.16,3.73,210.78,0.54
6.36,19.84,2.42,30.23,0.17,27.38,3.81,210.52,0.54
6.37,19.77,2.33,32.6,0.18,26.8,3.93,210.01,0.54
6.36,19.71,2.2,33.33,0.18,27.22,3.81,210.14,0.54
6.36,19.65,2.23,35.13,0.17,27.29,3.83,210.2,0.54
6.35,19.59,2.22,34.93,0.18,27.14,3.81,210.59,0.54
6.35,19.53,2.29,32.87,0.18,27.07,3.78,210.91,0.54
6.36,19.5,2.57,32.45,0.18,26.82,3.91,213.79,0.54
6.37,19.47,3.15,32.11,0.18,27.78,3.59,217.25,0.54
6.37,19.45,3.13,41.86,0.18,27.98,3.29,221.86,0.54
6.39,19.45,4.16,38.68,0.18,27.54,3.32,225.71,0.54
6.35,19.46,4.24,36.19,0.18,27.39,3.19,230,0.54
6.89,19.69,7.39,38.55,0.17,23.91,3.7,185.21,0.54
7.06,19.85,8.31,39.7,0.17,24.28,3.61,175.15,0.54
7.25,20.06,9.15,40.89,0.17,24.4,3.63,169.38,0.54
7.48,20.31,9.86,41.57,0.17,24.18,3.73,162.46,0.54
7.66,20.61,10.23,42.22,0.16,23.96,3.82,156.37,0.54
7.78,20.94,10.34,42.08,0.16,24.21,3.8,153.49,0.54
7.86,21.33,10.34,42.85,0.16,23.94,4,152.59,0.54
7.93,21.74,10.31,42.65,0.16,23.66,3.97,152.84,0.54
8.01,22.19,10.27,43.37,0.16,23.3,4.1,150.41,0.54
8.08,22.67,10.21,43.5,0.16,23.71,4.06,148.94,0.54
8.14,23.2,10.13,43.9,0.16,23.75,4.28,147.72,0.54
8.2,23.74,10.06,43.52,0.16,23.79,4.16,146.69,0.54
8.26,24.31,10.03,43.42,0.16,24.05,4.17,146.18,0.54
8.32,24.89,10,44.21,0.16,24.08,4.23,144.13,0.54
8.36,25.47,9.94,43.89,0.16,24.17,4.23,142.4,0.54
8.4,26.03,9.88,43.7,0.17,24.18,4.27,140.67,0.54
8.49,26.57,9.81,43.93,0.17,23.97,4.37,138.49,0.54
8.51,27.08,9.72,43.76,0.17,24.66,4.24,136.57,0.54
8.53,27.55,9.63,44.75,0.16,24.57,4.31,137.21,0.54
8.55,28,9.55,44.92,0.17,24.63,4.33,133.43,0.54
8.57,28.41,9.46,45.46,0.17,24.36,4.41,130.09,0.54
8.57,28.78,9.35,46.07,0.17,24.9,4.31,126.57,0.54
8.58,29.08,9.23,46.61,0.17,24.55,4.42,124.65,0.54
8.59,29.38,9.13,46.92,0.17,24.75,4.45,123.3,0.54
8.6,29.63,9.01,47.5,0.17,24.66,4.44,121.51,0.54
8.59,29.82,8.9,47.47,0.17,24.63,4.48,120.35,0.54
8.6,30,8.8,48.06,0.17,25.14,4.42,118.81,0.54
8.6,30.17,8.72,48.3,0.17,24.58,4.58,116.96,0.54
8.61,30.25,8.61,48.7,0.17,24.86,4.53,115.67,0.54
8.61,30.32,8.52,48.66,0.17,25.44,4.46,115.42,0.54
8.61,30.34,8.4,48.95,0.17,25.46,4.5,113.5,0.54
8.6,30.3,8.3,49.41,0.16,25.3,4.54,112.34,0.54
8.61,30.23,8.18,49.09,0.17,26.25,4.33,116.38,0.54
8.59,30.12,8.01,49.05,0.17,26.25,4.32,120.8,0.54
8.56,29.97,7.82,49.55,0.17,27.21,4.16,125.22,0.54
8.53,29.78,7.63,49.55,0.17,27.32,4.13,130.09,0.54
8.48,29.55,7.45,49.83,0.17,26.71,4.16,134.71,0.54
8.42,29.37,7.27,49.86,0.17,27.36,4.03,139.96,0.54
8.35,29.15,7.09,50.15,0.17,27.65,3.99,145.22,0.54
8.25,28.92,6.89,49.81,0.17,26.42,3.99,150.15,0.54
8.11,28.64,6.64,50.34,0.17,27.16,3.96,158.61,0.55
7.96,28.39,6.4,50.54,0.17,28.25,3.76,168.48,0.55
7.81,28.16,6.16,50.81,0.17,27.05,3.88,177.65,0.55
7.67,27.92,5.9,51.02,0.17,27.73,3.73,186.1,0.55
7.54,27.69,5.66,50.46,0.17,28.07,3.67,192.83,0.55
7.42,27.47,5.43,50.32,0.17,27.72,3.68,197.45,0.55
7.32,27.25,5.24,50.7,0.17,27.81,3.65,201.04,0.55
7.23,27.05,5.08,50.73,0.17,27.63,3.62,204.11,0.55
7.15,26.86,4.95,50.66,0.17,27.88,3.58,207,0.55
7.08,26.67,4.83,50.84,0.17,28.21,3.52,209.62,0.55
7.01,26.5,4.73,50.82,0.17,27.85,3.53,211.93,0.55
6.95,26.34,4.65,50.25,0.17,27.09,3.62,213.6,0.55
6.9,26.17,4.59,50.54,0.17,28.14,3.47,215.46,0.55
6.86,26.02,4.54,50.99,0.17,27.89,3.48,216.8,0.55
6.81,25.88,4.51,50.69,0.17,28.14,3.44,218.15,0.55
6.77,25.74,4.48,50.92,0.17,27.6,3.44,219.3,0.55
6.74,25.58,4.46,50.82,0.17,27.75,3.4,220.33,0.55
6.7,25.42,4.44,51.3,0.17,27.84,3.38,221.22,0.55
6.67,25.26,4.45,51.14,0.17,27.7,3.36,222.06,0.55
6.64,25.1,4.45,51.07,0.17,27.64,3.36,223.15,0.55
6.62,24.95,4.45,51.12,0.17,28.09,3.28,224.3,0.55
6.59,24.79,4.47,51.09,0.17,28.03,3.26,225.58,0.55
6.56,24.63,4.48,50.86,0.17,27.34,3.32,226.22,0.55
6.54,24.49,4.5,51.54,0.17,27.38,3.29,227.38,0.55
6.51,24.33,4.51,51.38,0.17,27.25,3.27,228.47,0.55
6.48,24.18,4.54,50.78,0.17,27.69,3.2,229.62,0.55
6.47,24.01,4.57,50.93,0.17,27.69,3.17,230.9,0.55
6.44,23.84,4.59,50.87,0.17,27.27,3.19,231.8,0.55
6.43,23.69,4.63,51.16,0.17,27.57,3.17,232.5,0.55
6.4,23.51,4.66,50.87,0.17,27.85,3.09,233.59,0.55
6.39,23.36,4.7,50.69,0.18,26.87,3.17,234.36,0.55
6.36,23.23,4.73,50.73,0.18,27.48,3.03,235.32,0.55
6.35,23.12,4.77,50.97,0.17,27.49,3.04,236.48,0.55
6.33,23.03,4.81,50.52,0.18,27.65,3.01,237.69,0.55
6.31,22.95,4.84,50.83,0.18,27.63,2.98,238.98,0.55
6.3,22.89,4.87,50.74,0.18,27.49,3.01,240.13,0.55
6.28,22.81,4.89,50.68,0.18,27.45,2.97,241.41,0.55
6.26,22.71,4.91,50.46,0.17,27.39,2.95,239.74,0.55
6.25,22.59,4.93,50.65,0.18,27.53,2.91,239.3,0.55
6.23,22.47,4.95,50.45,0.17,27.45,2.91,239.42,0.55
6.21,22.36,4.97,50.33,0.17,27.59,2.93,239.87,0.55
6.2,22.24,5,49.9,0.18,27.02,2.94,240.51,0.55
6.18,22.12,5.03,50.38,0.17,27.22,2.88,241.41,0.55
6.17,22,5.06,50.12,0.17,27.42,2.85,241.99,0.55
6.15,21.88,5.1,50.31,0.17,26.99,2.91,242.37,0.55
6.14,21.75,5.14,50.64,0.18,26.9,2.88,244.49,0.55
6.13,21.62,5.18,50.16,0.18,27.09,2.84,247.24,0.55
6.12,21.49,5.24,49.75,0.18,27,2.81,248.78,0.55
6.11,21.37,5.37,49.41,0.17,26.91,2.83,250.57,0.55
6.11,21.24,5.58,49.35,0.17,26.69,2.83,251.47,0.55
6.1,21.13,5.85,49.42,0.18,28.04,2.67,252.11,0.55
6.12,21.03,6.19,49.28,0.18,27.77,2.78,251.79,0.55
6.2,20.97,6.65,49.25,0.18,27.05,2.78,233.98,0.55
6.3,20.96,7.2,49.5,0.18,26.67,2.84,221.1,0.55
6.43,20.99,7.79,49.9,0.18,27,2.85,211.42,0.55
6.57,21.07,8.39,49.48,0.17,27.16,2.87,202.83,0.55
6.74,21.2,8.96,50.28,0.17,26.48,3.02,193.47,0.55
6.9,21.37,9.4,50.34,0.17,26.98,2.99,185.02,0.55
7.02,21.59,9.59,49.84,0.16,27.18,3.06,179.25,0.55
7.09,21.83,9.65,49.88,0.17,26.58,3.18,174.7,0.55
7.16,22.1,9.71,49.65,0.16,26.82,3.2,170.98,0.55
7.23,22.42,9.74,50.27,0.16,26.96,3.25,167.78,0.55
7.29,22.8,9.75,50.29,0.16,27.07,3.28,165.15,0.55
7.34,23.22,9.75,50.27,0.16,27.38,3.31,162.52,0.55
7.41,23.66,9.74,50.19,0.16,27.67,3.36,161.37,0.55
7.46,24.16,9.7,50.62,0.16,27.24,3.48,161.88,0.55
7.51,24.7,9.63,50.39,0.16,27.42,3.52,158.68,0.55
7.56,25.25,9.59,50.46,0.16,27.75,3.55,155.28,0.56
7.62,25.82,9.56,50.67,0.16,27.19,3.71,153.23,0.56
7.67,26.39,9.52,50.72,0.16,27.28,3.81,151.31,0.56
7.73,27.15,9.41,48.94,0.13,27.59,3.74,155.66,0.56
7.74,27.65,9.23,49.06,0.14,27.59,3.8,156.5,0.56
7.77,28.17,9.15,49.63,0.13,27.46,3.87,154.7,0.56
7.82,28.66,9.09,49.8,0.14,27.1,3.99,152.72,0.56
7.85,29.05,9.03,49.83,0.14,27.31,4,150.73,0.56
7.9,29.42,8.96,50.15,0.14,27.48,4.02,149.06,0.56
7.93,29.73,8.9,50.93,0.14,27.72,4.02,146.63,0.56
7.97,30.02,8.84,51.2,0.14,27.87,4.06,144.26,0.56
8,30.26,8.76,51.85,0.14,27.83,4.1,142.53,0.56
8.03,30.42,8.69,51.99,0.14,27.68,4.15,140.28,0.56
8.06,30.58,8.63,53.03,0.14,28.09,4.16,138.68,0.56
8.09,30.73,8.55,52.85,0.14,27.85,4.22,136.69,0.56
8.12,30.83,8.47,53.1,0.14,27.91,4.29,134.77,0.56
8.13,30.94,8.39,53.14,0.14,27.76,4.3,132.4,0.56
8.16,30.98,8.31,53.19,0.14,28.02,4.33,130.35,0.56
8.18,30.97,8.23,53.3,0.14,28.08,4.35,128.24,0.56
8.19,30.93,8.15,53.64,0.14,28.38,4.42,125.54,0.56
8.21,30.81,8.07,54.21,0.14,28.17,4.49,122.08,0.56
8.22,30.69,8,54.52,0.14,27.53,4.64,120.67,0.56
8.23,30.52,7.91,54.45,0.14,27.75,4.66,119.52,0.56
8.22,30.33,7.82,54.69,0.14,28.92,4.48,118.75,0.56
8.2,30.14,7.72,55.05,0.14,28.67,4.52,118.49,0.57
8.18,29.93,7.62,54.73,0.14,28.7,4.55,119.01,0.57
8.12,29.71,7.48,55.23,0.14,28.99,4.56,120.29,0.57
8.06,29.41,7.3,55.09,0.14,29.26,4.53,123.17,0.57
7.94,29.07,7.02,55.49,0.14,29.27,4.51,128.04,0.57
7.81,28.78,6.69,55.56,0.14,29.18,4.52,133.17,0.57
7.67,28.49,6.37,55.67,0.14,28.8,4.62,137.34,0.57
7.56,28.21,6.04,55.68,0.14,28.66,4.63,140.41,0.57
7.45,27.94,5.69,55.62,0.14,28.83,4.69,143.04,0.57
7.35,27.7,5.38,55.42,0.14,29.91,4.55,144.39,0.57
7.27,27.48,5.1,55.46,0.14,29.18,4.72,145.47,0.57
7.2,27.27,4.86,55.35,0.14,28.97,4.78,145.92,0.58
7.15,27.06,4.65,55.29,0.14,28.7,4.83,145.92,0.58
7.09,26.88,4.46,55.44,0.14,29.35,4.8,145.99,0.58
7.05,26.69,4.31,55.17,0.14,28.89,4.96,145.79,0.58
7.02,26.5,4.18,55.19,0.14,28.94,5.02,145.41,0.58
6.99,26.32,4.06,55.28,0.14,28.99,5.04,144.83,0.58
6.96,26.16,3.98,55.61,0.14,28.56,5.15,145.99,0.58
6.93,25.99,3.92,55.63,0.14,28.93,5.09,148.17,0.58
6.91,25.84,3.87,55.61,0.14,28.95,5.06,150.41,0.58
6.88,25.68,3.85,55.78,0.14,29.04,4.99,152.33,0.58
6.85,25.53,3.82,55.26,0.14,28.85,4.98,154.51,0.58
6.83,25.38,3.81,55.56,0.14,28.79,4.96,156.63,0.58
6.81,25.24,3.81,55.43,0.15,29.57,4.79,158.48,0.58
6.79,25.1,3.82,55.06,0.15,28.94,4.87,160.79,0.58
6.77,24.96,3.82,55.42,0.15,28.4,4.93,163.03,0.58
6.74,24.84,3.82,55.85,0.15,29.2,4.76,165.15,0.58
6.73,24.73,3.83,54.93,0.15,28.9,4.77,167.07,0.58
6.71,24.58,3.85,55.54,0.15,28.93,4.75,169.12,0.58
6.69,24.45,3.87,55.54,0.15,28.69,4.72,171.04,0.58
6.67,24.32,3.89,54.96,0.15,28.16,4.69,173.16,0.58
6.65,24.19,3.91,55.19,0.15,28.57,4.69,175.08,0.58
6.64,24.06,3.93,55.43,0.15,28.77,4.64,177.07,0.58
6.62,23.95,3.95,55.21,0.15,28.77,4.61,178.93,0.58
6.61,23.84,3.97,55.14,0.15,28.26,4.65,180.91,0.58
6.6,23.73,3.99,55.25,0.15,28.49,4.6,182.71,0.58
6.57,23.63,4.03,54.55,0.15,28.72,4.52,184.5,0.58
6.56,23.53,4.05,54.79,0.15,28.3,4.5,186.3,0.58
6.55,23.45,4.08,54.32,0.15,28.42,4.53,188.03,0.58
6.53,23.38,4.11,54.55,0.15,28.39,4.44,190.01,0.58
6.51,23.3,4.13,54.47,0.15,28.52,4.42,191.74,0.58
6.5,23.24,4.16,54.72,0.15,28.72,4.36,193.35,0.58
6.49,23.17,4.18,54.5,0.15,28.42,4.36,195.14,0.58
6.48,23.1,4.21,54.08,0.15,28.84,4.28,196.61,0.58
6.45,23.04,4.23,54.03,0.15,28.61,4.31,197.9,0.58
6.44,22.98,4.26,53.9,0.15,28.46,4.29,199.43,0.58
6.43,22.92,4.29,54.23,0.15,28.83,4.2,200.78,0.58
6.42,22.86,4.32,54.26,0.15,28.68,4.21,202.38,0.58
6.41,22.8,4.35,54.14,0.15,28.08,4.3,203.86,0.58
6.39,22.74,4.39,54.14,0.15,28.22,4.23,205.46,0.58
6.38,22.66,4.42,54.67,0.15,28.64,4.15,207.12,0.58
6.37,22.59,4.47,54.39,0.15,28.54,4.15,208.47,0.58
6.36,22.52,4.55,53.95,0.15,28.83,4.08,209.94,0.58
6.36,22.47,4.76,53.67,0.15,29.21,4,211.48,0.58
6.37,22.45,5.16,53.72,0.15,28.73,4.07,212.89,0.58
6.41,22.46,5.75,54.27,0.15,29.11,3.94,213.85,0.58
6.46,22.49,6.38,53.77,0.15,29.38,3.85,214.43,0.58
6.53,22.55,7.11,54.08,0.15,29.23,3.85,214.24,0.58
6.59,22.61,7.66,54.46,0.15,28.72,3.89,213.73,0.58
6.68,22.7,8.14,54.25,0.15,29.28,3.81,212.7,0.58
6.8,22.82,8.62,54.13,0.15,28.76,3.88,210.46,0.58
6.9,22.98,8.94,54.38,0.14,28.75,3.85,208.15,0.58
6.96,23.2,8.98,53.99,0.15,29.05,3.87,200.72,0.58
7.02,23.44,9.05,53.99,0.15,28.83,3.96,190.21,0.58
7.06,23.55,9.07,54.71,0.14,28.47,4.05,182.96,0.58
7.12,23.71,9.14,54.71,0.14,28.45,4.14,177.84,0.58
7.2,24.05,9.22,54.96,0.14,28.88,4.12,174.7,0.58
7.26,24.41,9.25,55.09,0.14,28.41,4.26,172.58,0.58
7.3,24.84,9.27,55.17,0.14,28.51,4.34,171.62,0.58
7.35,25.31,9.28,54.96,0.14,28.25,4.44,170.66,0.58
7.4,25.82,9.28,55.34,0.14,28.26,4.51,169.7,0.58
7.46,26.37,9.28,54.94,0.14,28.3,4.63,169.7,0.58
7.5,26.92,9.26,55.42,0.14,28.65,4.61,168.55,0.58
7.56,27.48,9.25,55.42,0.14,29.23,4.57,168.55,0.58
7.63,28.03,9.19,55.47,0.14,29,4.72,168.42,0.58
7.7,28.59,9.13,56.3,0.14,28.91,4.75,168.29,0.58
7.75,29.12,9.06,56.44,0.14,29.09,4.77,167.71,0.58
7.79,29.64,9,56.38,0.14,28.82,4.87,166.69,0.58
7.81,29.94,8.88,57.2,0.15,28.97,4.87,165.21,0.58
7.84,30.4,8.82,58.13,0.15,28.35,5.04,164.06,0.58
7.87,30.69,8.73,58.68,0.15,29.22,4.93,161.75,0.58
7.9,30.98,8.64,59.34,0.15,29.01,4.94,160.02,0.58
7.92,31.21,8.55,59.58,0.15,29.08,5,158.42,0.58
7.91,31.21,8.37,59.66,0.15,28.87,5.09,157.91,0.58
7.96,31.39,8.39,59.87,0.15,29.39,5.05,154.77,0.58
7.98,31.54,8.32,60.13,0.15,29.5,5.15,152.4,0.58
8.01,31.67,8.26,60.52,0.15,29.61,5.08,150.02,0.58
8,31.66,8.11,60.66,0.15,29.67,5.11,149.19,0.58
7.98,31.49,7.95,60.26,0.15,29.16,5.23,148.81,0.59
7.98,31.22,7.85,60.65,0.15,30.21,5.06,147.46,0.59
7.93,30.86,7.63,61.01,0.15,29.6,5.22,147.78,0.59
7.78,30.47,7.18,60.61,0.15,29.68,5.17,152.97,0.59
7.71,30.09,6.9,60.83,0.15,29.78,5.14,155.09,0.59
7.62,29.72,6.63,61.26,0.15,29.82,5.12,156.37,0.59
7.49,28.94,6.29,59.99,0.15,28.23,4.96,165.41,0.57
7.59,28.64,6.69,59.78,0.15,28.41,4.99,160.66,0.57
7.5,28.36,6.43,60.29,0.15,28.92,4.88,160.02,0.57
7.37,28.02,5.98,59.77,0.16,28.13,5.06,162.01,0.57
7.28,27.53,5.61,59.36,0.15,28.51,4.97,163.42,0.57
7.23,27.2,5.4,58.99,0.16,27.74,5.15,162.71,0.57
7.21,26.83,5.5,59.58,0.15,27.84,5.05,163.67,0.56
7.16,26.61,5.45,59.19,0.15,27.57,5.07,163.42,0.56
7.1,26.28,5.32,58.25,0.15,27.92,4.93,165.02,0.56
7.06,26.09,5.08,58.41,0.15,27.13,5.15,163.48,0.56
7.02,25.62,5.06,58.1,0.15,26.56,5.01,166.17,0.55
6.97,25.41,4.89,57.24,0.16,26.23,5.13,164.64,0.55
6.95,25.19,4.7,57.63,0.16,26.79,5.08,163.1,0.55
6.91,25,4.54,57.32,0.16,27.1,5.07,162.33,0.55
6.89,24.81,4.4,57.42,0.16,26.32,5.31,161.37,0.55
6.89,24.65,4.29,57.3,0.16,26.53,5.3,160.6,0.55
6.87,24.49,4.2,57.9,0.16,26.34,5.4,159.77,0.55
6.85,24.36,4.12,58.53,0.16,26.32,5.49,159.32,0.55
6.84,24.21,4.03,59.63,0.16,26.48,5.52,158.68,0.55
6.82,24.05,3.97,60.72,0.16,25.69,5.77,158.23,0.55
6.82,23.9,3.9,61.09,0.17,25.84,5.76,157.97,0.55
6.8,23.72,3.82,61.79,0.17,25.95,5.79,155.92,0.55
6.79,23.5,3.76,61.72,0.17,26.17,5.8,155.47,0.55
6.79,23.3,3.72,61.74,0.17,25.99,5.89,154.96,0.56
6.78,23.11,3.69,61.08,0.17,25.9,5.93,154.96,0.56
6.78,22.93,3.66,61.18,0.17,26.02,5.95,154.38,0.56
6.78,22.77,3.65,61.77,0.17,26.02,6,154,0.56
6.77,22.6,3.63,61.93,0.17,26.29,6,153.81,0.56
6.78,22.44,3.62,62.14,0.17,25.9,6.15,153.55,0.56
6.78,22.29,3.63,62,0.18,25.92,6.17,153.23,0.56
6.78,22.15,3.64,61.56,0.17,25.69,6.26,152.91,0.56
6.78,22.02,3.67,61.83,0.17,25.72,6.29,152.78,0.56
6.78,21.87,3.7,61.47,0.17,26.28,6.16,152.59,0.56
6.78,21.72,3.71,62.03,0.17,25.84,6.33,152.46,0.56
6.78,21.57,3.74,61.49,0.17,25.72,6.3,152.27,0.56
6.78,21.42,3.77,61.74,0.17,25.75,6.47,151.56,0.56
6.78,21.28,3.79,61.75,0.18,26.05,6.38,151.82,0.56
6.78,21.16,3.81,61.9,0.17,25.77,6.5,151.75,0.56
6.79,21.05,3.84,62.08,0.17,25.56,6.57,151.56,0.56
6.79,20.94,3.87,62.17,0.18,25.7,6.48,151.5,0.56
6.78,20.82,3.91,62.15,0.17,25.76,6.59,152.01,0.56
6.78,20.7,3.94,62.16,0.18,26.16,6.4,152.78,0.57
6.79,20.59,3.97,62.13,0.18,26.22,6.42,152.78,0.57
6.79,20.47,4,62.16,0.17,25.95,6.48,152.59,0.57
6.79,20.36,4.04,61.98,0.18,25.89,6.57,152.4,0.57
6.79,20.25,4.07,61.71,0.18,25.55,6.59,152.52,0.57
6.79,20.13,4.11,62,0.18,25.34,6.74,151.69,0.57
6.8,20,4.15,62.67,0.18,25.78,6.61,151.82,0.57
6.8,19.88,4.17,62.29,0.18,26.04,6.63,151.82,0.57
6.8,19.77,4.18,62.48,0.18,25.91,6.67,151.69,0.57
6.81,19.66,4.21,62.5,0.18,25.64,6.85,151.63,0.57
6.8,19.54,4.26,62.66,0.19,25.64,6.81,151.43,0.57
6.81,19.43,4.31,62.6,0.18,25.64,6.83,151.24,0.57
6.8,19.33,4.38,62.51,0.18,25.45,6.95,152.01,0.57
